category,brand,title,price,layout,mount,hall_effect,hotswap,case_material,backlight,connectivity,screen,knob
premium,Ajazz,Ajazz AKP815,51.0,75%,Gasket Mount,0,0,Unspecified(likely ABS plastic),1,Unknown,1,0
premium,Ajazz,Ajazz AKP815 LCD,110.0,75%,Gasket Mount,0,0,Unspecified(likely ABS plastic),1,Unknown,1,0
premium,Ajazz,Ajazz AKP846,189.0,75%,Gasket Mount,0,1,Unspecified(likely ABS plastic),0,Unknown,1,1
premium,Ajazz,Ajazz AKP846 Cyberdeck 10.1″ Large,175.0,75%,Gasket Mount,0,0,Unspecified(likely ABS plastic),0,Unknown,1,1
premium,Ajazz,Ajazz AKS068 Alice,63.0,65%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
premium,Ajazz,Ajazz AKS068 Pro,64.0,65%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
premium,Ajazz,Ajazz AKS068 Pro Ergonomic,69.0,65%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
premium,Ajazz,Ajazz AKS075,77.0,75%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,1,0
premium,Ajazz,Ajazz AKS075 Ergonomic,75.0,75%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,1,1
premium,Ajazz,Ajazz ALUX68 Series,73.0,65%,Unknown,1,0,Metal (likely Aluminium),1,Wired,0,0
premium,Ajazz,Ajazz Douyu DKW500,114.0,75%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
premium,Ajazz,Ajazz K620T V2.0,69.0,60%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,1
premium,Ajazz,Ajazz K690T Pro,89.0,65%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,Ajazz,Ajazz QS87,99.0,80%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,1,0
premium,Akko,Akko 5075B Plus,85.0,75%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
premium,Akko,Akko 5075S,64.0,75%,Gasket Mount,0,1,Unspecified(likely ABS plastic),0,Wired,0,0
premium,Akko,Akko 5098B,112.0,96%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,1,1
premium,Akko,Akko 9009 5087B Plus Nordic,69.0,80%,Tray Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,Akko,Akko ACR Pro 75,99.0,75%,Gasket Mount,0,1,Unspecified(likely ABS plastic),0,Unknown,0,0
premium,Akko,Akko ACR Pro Alice Plus,157.0,65%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wired,0,0
premium,Akko,Akko ACR Pro68,104.0,65%,Gasket Mount,0,1,Unspecified(likely ABS plastic),0,Wired,0,0
premium,Akko,Akko ACR59 World Tour Tokyo,89.0,60%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wired,0,0
premium,Akko,Akko Cinnamoroll 20th Anniversary 3108RF,109.0,100%,Unknown,0,0,Metal (likely Aluminium),0,Wireless,0,0
premium,Akko,Akko Cinnamoroll 20th Anniversary 5075B Plus,105.0,75%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,Akko,Akko Cinnamoroll 3068B Plus,99.0,65%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,Akko,Akko MG75W Bun Wonderland,95.0,75%,Unknown,0,1,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,Akko,Akko MOD007BHE,224.0,75%,Gasket Mount,1,1,Metal (likely Aluminium),1,Wireless,0,1
premium,Akko,Akko MOD007PC 7th Anniversary,132.0,75%,Gasket Mount,1,1,Unspecified(likely ABS plastic),1,Wired,0,1
premium,Akko,Akko MU01 Autumn Wood,119.0,65%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,Akko,Akko MU01 Mountain Seclusion Wood,119.0,65%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,Akko,Akko My Melody 5108S,94.0,100%,Unknown,0,1,Metal (likely Aluminium),1,Wired,0,0
premium,Akko,Akko World Tour Tokyo R2 5108S,89.0,100%,Unknown,0,1,Metal (likely Aluminium),1,Wired,0,0
premium,Akko,Akko YU01 Resin,149.0,65%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,Alpaca,Alpaca Keyboards WhiteFox Eclipse,140.0,65%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,Angel,Angel,266.0,65%,Unknown,0,0,Metal (likely Aluminium),0,Unknown,0,0
budget,Anne,Anne Pro Classic D87 Single Mode,65.0,80%,Unknown,0,0,Unspecified(likely ABS plastic),1,Wired,0,0
budget,Anne,Anne Pro Pro 2,79.0,60%,Unknown,0,0,Unspecified(likely ABS plastic),1,Wireless,0,0
budget,Anne,Anne Pro Pro 2D,85.0,60%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,Apos,Apos Community Micro,180.0,40%,Unknown,0,0,Metal (likely Aluminium),1,Unknown,0,1
premium,Apos,Apos Discord,95.0,80%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,Apos,Apos Gizmo Engineering GK6,244.0,Unknown,Unknown,0,1,Metal (likely Aluminium),1,Wired,0,0
premium,Apos,Apos Kono 67Â°,62.0,65%,Plate Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
premium,Apos,Apos Matt3o Luna Rossa,350.0,Unknown,Unknown,0,0,Metal (likely Aluminium),0,Wireless,0,0
premium,Apos,Apos NOOIR CP01,499.0,60%,Unknown,0,0,Metal (likely Aluminium),0,Wireless,0,1
premium,Apos,Apos Splatter,127.0,80%,Unknown,0,1,Unspecified(likely ABS plastic),0,Wired,0,0
premium,Apos,Apos WhiteFox Eclipse,99.0,65%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,Azio,Azio Cascade,79.0,75%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,Azio,Azio Cascade Slim,79.0,75%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,Azio,Azio FOQO,129.0,Unknown,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,1
premium,Azio,Azio FOQO Pro,129.0,Unknown,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,1
premium,Azio,Azio IZO,99.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
premium,Azio,Azio IZO Numpad Calculator,59.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,Azio,Azio KB505U Vision,33.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,Azio,Azio KB506 Vision,38.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,Azio,Azio KB510W,54.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Wireless,0,1
premium,Azio,Azio KB512,24.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,Azio,Azio KB530 Antimicrobial PC,45.0,100%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,Azio,Azio KB540 Antimicrobial,45.0,100%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,Azio,Azio KM535 Antimicrobial Combo,59.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,Azio,Azio KMC226 Water Proof Combo,39.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,Azio,Azio RC Prestige,209.0,Unknown,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,1
premium,Azio,Azio RCK MAPLE JAPANESE,229.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,Azio,Azio Retro,109.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,Azio,Azio Retro Classic,229.0,Unknown,Unknown,0,1,Metal (likely Aluminium),0,Wireless,0,0
premium,Azio,Azio Retro Classic USB,199.0,Unknown,Unknown,0,1,Metal (likely Aluminium),0,Wireless,0,0
premium,Azio,Azio Retro Compact,229.0,Unknown,Unknown,0,1,Metal (likely Aluminium),0,Wireless,0,0
premium,Azio,Azio Tera75,199.0,75%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,0,1
premium,Azio,Azio USB,99.0,Unknown,Unknown,0,1,Metal (likely Aluminium),0,Wireless,0,1
premium,BAROCCOMISTEL,BAROCCOMISTEL MD600 Alpha Split,270.0,60%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
budget,BASIC,BASIC AK82,59.0,75%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
budget,BASIC,BASIC BK98 Explore The Stars,79.0,98%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,1,0
premium,Backspace,Backspace OASIS 65,149.0,65%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,0
midrange,Bat,Bat Knight BK75,79.0,75%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
midrange,Bat,Bat Knight Dream 75HE Rapid Trigger,139.0,75%,Gasket Mount,1,0,Unspecified(likely ABS plastic),1,Wired,0,0
midrange,Bat,Bat Knight Live100,135.0,98%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
budget,Binepad,Binepad BNK8 Macropad,54.0,Unknown,Plate Mount,0,1,Metal (likely Aluminium),1,Wired,0,1
budget,Binepad,Binepad BNK9 Macropad,69.0,Unknown,Plate Mount,0,1,Metal (likely Aluminium),1,Wired,0,1
budget,Binepad,Binepad CandyPad Numpad,55.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Unknown,1,1
budget,Binepad,Binepad Pixie Macropad,45.0,Unknown,Unknown,0,1,Unspecified(likely ABS plastic),0,Wired,0,1
premium,Black,Black Shark Inductive RT,189.0,75%,Unknown,1,1,Unspecified(likely ABS plastic),1,Wireless,0,1
premium,CKW,CKW CKW80,189.0,80%,Gasket Mount,0,1,Metal (likely Aluminium),0,Wireless,0,0
premium,Cerakey,Cerakey Cerakeys Nada65 Panda Edition,159.0,65%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,Cerakey,Cerakey Nada 65 Panda Ceramic,209.0,65%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Unknown,0,0
premium,Cherry,Cherry MX8.0,205.0,80%,Unknown,0,0,Metal (likely Aluminium),1,Unknown,0,0
premium,Cherry,Cherry Pulsar Xboard MS,125.0,80%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wired,0,1
midrange,Chilkey,Chilkey ND,115.0,80%,Gasket Mount,1,1,Metal (likely Aluminium),1,Wireless,0,0
midrange,Chilkey,Chilkey ND65,85.0,65%,Gasket Mount,0,1,Metal (likely Aluminium),0,Wireless,0,0
midrange,Chilkey,Chilkey ND65 CS HE,129.0,65%,Gasket Mount,1,1,Metal (likely Aluminium),0,Wired,0,0
midrange,Chilkey,Chilkey ND65 Jet,79.0,65%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,0
midrange,Chilkey,Chilkey ND75,99.0,75%,Top Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,1,0
midrange,Chilkey,Chilkey ND75 Flex Cut PCB,109.0,75%,Plate Mount,0,1,Metal (likely Aluminium),1,Wireless,1,0
midrange,Chilkey,Chilkey ND75 June,99.0,75%,Top Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,1,0
midrange,Chilkey,Chilkey ND75 LP,104.0,75%,Gasket Mount,1,1,Metal (likely Aluminium),1,Wireless,1,0
midrange,Chilkey,Chilkey ND75 Non Flex Cut PCB,109.0,75%,Plate Mount,0,1,Metal (likely Aluminium),1,Wireless,1,0
midrange,Chilkey,Chilkey Paw65,89.0,65%,Plate Mount,0,1,Metal (likely Aluminium),1,Wireless,0,1
midrange,Chilkey,Chilkey Slice75 HE,169.0,75%,Gasket Mount,1,1,Metal (likely Aluminium),0,Wired,0,0
midrange,Cidoo,Cidoo ABM066,59.0,75%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,1,1
midrange,Cidoo,Cidoo ABM081 Stellar,56.0,75%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,1,0
midrange,Cidoo,Cidoo ABM084,89.0,75%,Unknown,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
midrange,Cidoo,Cidoo ABM098,83.0,100%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
midrange,Cidoo,Cidoo C75,139.0,75%,Gasket Mount,1,1,Metal (likely Aluminium),1,Wired,0,1
midrange,Cidoo,Cidoo Nebula,55.0,65%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,1
midrange,Cidoo,Cidoo QK61 V2,49.0,60%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
midrange,Cidoo,Cidoo V21,59.0,Unknown,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,1
midrange,Cidoo,Cidoo V21 Number Pad,63.0,Unknown,Gasket Mount,0,0,Metal (likely Aluminium),1,Wireless,0,1
midrange,Cidoo,Cidoo V21 Numpad Macropad,74.0,Unknown,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,1
midrange,Cidoo,Cidoo V65,60.0,65%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,1
midrange,Cidoo,Cidoo V65 V3,129.0,65%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,1
midrange,Cidoo,Cidoo V68,124.0,65%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,1,1
midrange,Cidoo,Cidoo V75 Plus,129.0,75%,Gasket Mount,0,1,Metal (likely Aluminium),0,Wireless,1,0
midrange,Cidoo,Cidoo V75 Pro,139.0,75%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,1
midrange,Cidoo,Cidoo V87,120.0,80%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,1
midrange,Cidoo,Cidoo V98,145.0,98%,Gasket Mount,0,1,Metal (likely Aluminium),0,Wireless,0,1
midrange,ColorReco,ColorReco CRKB10 Alice,108.0,65%,Unknown,0,0,Metal (likely Aluminium),0,Wireless,0,0
premium,Coolkiller,Coolkiller Balloon84,129.0,75%,Unknown,0,1,Metal (likely Aluminium),0,Wireless,0,0
premium,Coolkiller,Coolkiller CK108,219.0,100%,Gasket Mount,1,1,Metal (likely Aluminium),1,Wireless,0,1
premium,Coolkiller,Coolkiller CK68,190.0,68%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,1,0
premium,Coolkiller,Coolkiller CK68 Polar Bear,189.0,65%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,1,0
premium,Coolkiller,Coolkiller CK75,148.0,75%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,Coolkiller,Coolkiller CK75 Pixel Fairytale,167.0,75%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,Coolkiller,Coolkiller CK75 Polar Bear,148.0,75%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,0,0
premium,Coolkiller,Coolkiller CK98,194.0,98%,Gasket Mount,0,1,Metal (likely Aluminium),1,Wireless,1,0
premium,Coolkiller,Coolkiller Next75 Porcelain,539.0,75%,Gasket Mount,1,1,Metal (likely Aluminium),1,Wireless,0,0
premium,Coolkiller,Coolkiller PolarBear 2 in1 Calculator Number Pad,69.0,Unknown,Gasket Mount,0,1,Unspecified(likely ABS plastic),0,Wireless,0,0
premium,Coolkiller,Coolkiller ROCOCO,89.0,65%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,Coolkiller,Coolkiller ROCOCO Number Pad,89.0,Unknown,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,Coolkiller,Coolkiller Rococo Series,80.0,65%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,0,0
premium,Coolkiller,Coolkiller Spring Cute,179.0,65%,Unknown,0,1,Metal (likely Aluminium),1,Wireless,1,0
premium,Coolkiller,Coolkiller Spring Series,179.0,65%,Gasket Mount,0,1,Unspecified(likely ABS plastic),1,Wireless,1,0
